2.200000000000000000e+01 3.631394406596872670e+01
2.200000000000000000e+01 2.609008815492055788e+01
2.200000000000000000e+01 1.815354547816918185e+01
2.200000000000000000e+01 1.739231740830819817e+01
2.200000000000000000e+01 1.314734950989150519e+01
2.200000000000000000e+01 1.094128257201989385e+01
2.300000000000000000e+01 7.100344167513284788e+01
2.300000000000000000e+01 4.136726536872270543e+01
2.300000000000000000e+01 3.538268731096285080e+01
2.300000000000000000e+01 3.016706145778521275e+01
2.300000000000000000e+01 2.319574662934807208e+01
2.300000000000000000e+01 1.835855418022387298e+01
2.300000000000000000e+01 1.354211222839093409e+01
2.300000000000000000e+01 1.136019540398263494e+01
2.400000000000000000e+01 7.266134861960573232e+01
2.400000000000000000e+01 4.448195844154881229e+01
2.400000000000000000e+01 3.330962327257218192e+01
2.400000000000000000e+01 2.329866717673291632e+01
2.400000000000000000e+01 1.941301862756353813e+01
2.400000000000000000e+01 1.844947435129709490e+01
2.400000000000000000e+01 1.347961828502434933e+01
2.400000000000000000e+01 1.053081759721830046e+01
2.500000000000000000e+01 1.472780102834590252e+02
2.500000000000000000e+01 7.490562167907563662e+01
2.500000000000000000e+01 5.270815644383880283e+01
2.500000000000000000e+01 3.532486469692586439e+01
2.500000000000000000e+01 1.816070690778155949e+01
2.500000000000000000e+01 1.340236016688008647e+01
2.500000000000000000e+01 9.055497439278536120e+00
