1.000000000000000000e+00 3.502935427256983481e+00
1.000000000000000000e+00 2.778675085078905482e+00
1.000000000000000000e+00 2.299862394352905515e+00
1.000000000000000000e+00 2.133647424399038428e+00
1.000000000000000000e+00 1.825563754828649188e+00
1.000000000000000000e+00 1.700643190211561517e+00
1.000000000000000000e+00 1.555715611280683142e+00
1.000000000000000000e+00 1.497624573436154627e+00
2.000000000000000000e+00 6.259152427703695842e+00
2.000000000000000000e+00 4.993848646530631541e+00
2.000000000000000000e+00 4.204154894412869936e+00
2.000000000000000000e+00 4.056020873885443301e+00
2.000000000000000000e+00 3.484857503819883462e+00
2.000000000000000000e+00 3.211553865982356815e+00
2.000000000000000000e+00 2.970646502889429552e+00
2.000000000000000000e+00 2.856569947444851376e+00
3.000000000000000000e+00 9.195169442100544543e+00
3.000000000000000000e+00 7.440764605223270323e+00
3.000000000000000000e+00 6.053841320380223934e+00
3.000000000000000000e+00 5.482830727188821918e+00
3.000000000000000000e+00 4.428890391153117001e+00
3.000000000000000000e+00 4.136005426622433312e+00
3.000000000000000000e+00 4.016051000194985399e+00
3.000000000000000000e+00 3.656092751341356806e+00
4.000000000000000000e+00 1.219901820577208262e+01
4.000000000000000000e+00 8.524437701510235499e+00
4.000000000000000000e+00 8.202839256367987275e+00
4.000000000000000000e+00 6.643677810984668142e+00
4.000000000000000000e+00 6.330339094978312708e+00
4.000000000000000000e+00 5.993963767824958211e+00
4.000000000000000000e+00 5.359679967955469415e+00
4.000000000000000000e+00 5.004677549540978099e+00
5.000000000000000000e+00 1.428136933127822950e+01
5.000000000000000000e+00 1.203993232614716824e+01
5.000000000000000000e+00 9.713614428058802375e+00
5.000000000000000000e+00 8.802348623737866973e+00
5.000000000000000000e+00 7.788672060193731816e+00
5.000000000000000000e+00 7.126696518804085834e+00
5.000000000000000000e+00 6.634832059147313110e+00
5.000000000000000000e+00 6.074814890081460916e+00
6.000000000000000000e+00 1.742101698392761477e+01
6.000000000000000000e+00 1.435265503785014474e+01
6.000000000000000000e+00 1.214991374727390472e+01
6.000000000000000000e+00 1.059577192634666609e+01
6.000000000000000000e+00 9.332848834023225848e+00
6.000000000000000000e+00 8.473377462601087373e+00
6.000000000000000000e+00 7.504591289263048637e+00
6.000000000000000000e+00 7.158133711328829918e+00
7.000000000000000000e+00 1.990983803499691618e+01
7.000000000000000000e+00 1.736263959334551288e+01
7.000000000000000000e+00 1.236920549249546930e+01
7.000000000000000000e+00 1.126025424913936668e+01
7.000000000000000000e+00 1.024274187243680601e+01
7.000000000000000000e+00 9.029673872214395658e+00
7.000000000000000000e+00 8.567697155023651590e+00
7.000000000000000000e+00 7.628897177716971179e+00
8.000000000000000000e+00 2.347176257715770475e+01
8.000000000000000000e+00 1.861173001652754877e+01
8.000000000000000000e+00 1.470370860378037747e+01
8.000000000000000000e+00 1.316313186685584036e+01
8.000000000000000000e+00 1.123255110272782709e+01
8.000000000000000000e+00 1.005434637747643478e+01
8.000000000000000000e+00 8.820926572464829363e+00
8.000000000000000000e+00 8.548821725035063324e+00
9.000000000000000000e+00 2.538356924784180535e+01
9.000000000000000000e+00 1.903135617866922757e+01
9.000000000000000000e+00 1.515297381722976056e+01
9.000000000000000000e+00 1.272881124740765202e+01
9.000000000000000000e+00 1.251407425977404486e+01
9.000000000000000000e+00 1.168896773269858969e+01
9.000000000000000000e+00 9.517244543524469691e+00
9.000000000000000000e+00 9.030316576456568711e+00
1.000000000000000000e+01 3.051960253797421885e+01
1.000000000000000000e+01 2.366516720052029044e+01
1.000000000000000000e+01 1.855962726451883782e+01
1.000000000000000000e+01 1.506039861970838878e+01
1.000000000000000000e+01 1.336522975414399816e+01
1.000000000000000000e+01 1.206227907035225044e+01
1.000000000000000000e+01 1.056521491902248933e+01
1.000000000000000000e+01 9.874757633709165816e+00
1.100000000000000000e+01 3.616086423812848949e+01
1.100000000000000000e+01 2.778781022303064319e+01
1.100000000000000000e+01 1.974913114346806253e+01
1.100000000000000000e+01 1.632771293520407596e+01
1.100000000000000000e+01 1.518436804435889975e+01
1.100000000000000000e+01 1.424248216395375266e+01
1.100000000000000000e+01 1.261207470123561691e+01
1.100000000000000000e+01 1.070772306488549575e+01
1.200000000000000000e+01 4.687727148077285477e+01
1.200000000000000000e+01 3.335953771099764253e+01
1.200000000000000000e+01 2.130325574366315777e+01
1.200000000000000000e+01 1.844476326414530831e+01
1.200000000000000000e+01 1.782982946328758800e+01
1.200000000000000000e+01 1.537857135459956837e+01
1.200000000000000000e+01 1.369217255583330761e+01
1.200000000000000000e+01 1.102743326765851251e+01
1.300000000000000000e+01 6.034283941018805564e+01
1.300000000000000000e+01 3.411676853449627345e+01
1.300000000000000000e+01 2.448870297613762403e+01
1.300000000000000000e+01 2.018388852511562348e+01
1.300000000000000000e+01 1.783521871793096381e+01
1.300000000000000000e+01 1.688276415139538500e+01
1.300000000000000000e+01 1.459784456631079408e+01
1.300000000000000000e+01 1.260042943332235588e+01
1.400000000000000000e+01 4.449583978283936858e+01
1.400000000000000000e+01 3.392411466133462028e+01
1.400000000000000000e+01 2.258871611328529383e+01
1.400000000000000000e+01 2.038555947115382239e+01
1.400000000000000000e+01 1.953846313056865824e+01
1.400000000000000000e+01 1.795100234860745303e+01
1.400000000000000000e+01 1.441938745638068475e+01
1.400000000000000000e+01 1.227571966828201511e+01
1.500000000000000000e+01 5.396356840594854987e+01
1.500000000000000000e+01 3.672640153376693917e+01
1.500000000000000000e+01 2.413007635730485134e+01
1.500000000000000000e+01 2.058814419701601750e+01
1.500000000000000000e+01 1.993634416306268520e+01
1.500000000000000000e+01 1.793603586455162358e+01
1.500000000000000000e+01 1.550180966499794089e+01
1.500000000000000000e+01 1.360717867609771048e+01
1.600000000000000000e+01 5.259180459230201876e+01
1.600000000000000000e+01 3.900167914407826686e+01
1.600000000000000000e+01 2.773390094032037823e+01
1.600000000000000000e+01 2.485301411510943126e+01
1.600000000000000000e+01 2.153532061999670333e+01
1.600000000000000000e+01 1.735627596375153203e+01
1.600000000000000000e+01 1.473208429918048701e+01
1.600000000000000000e+01 1.144880001661972102e+01
1.700000000000000000e+01 6.916077535030972001e+01
1.700000000000000000e+01 4.234791536478947904e+01
1.700000000000000000e+01 2.900414717701801948e+01
1.700000000000000000e+01 2.186854710566699467e+01
1.700000000000000000e+01 1.799668049084663224e+01
1.700000000000000000e+01 1.529169044371572461e+01
1.700000000000000000e+01 1.342547992291225434e+01
1.700000000000000000e+01 1.060740254129593829e+01
1.800000000000000000e+01 1.168644506013263111e+02
1.800000000000000000e+01 4.961610669323454914e+01
1.800000000000000000e+01 3.653669801267849948e+01
1.800000000000000000e+01 2.347913881777902034e+01
1.800000000000000000e+01 2.232664013520104618e+01
1.800000000000000000e+01 1.639712012551960285e+01
1.800000000000000000e+01 1.451822261552024784e+01
1.800000000000000000e+01 1.162119065715814692e+01
1.900000000000000000e+01 1.036726147023923090e+02
1.900000000000000000e+01 6.325314203701264404e+01
1.900000000000000000e+01 3.038309360795306802e+01
1.900000000000000000e+01 2.225378523127021424e+01
1.900000000000000000e+01 2.165656019858571213e+01
1.900000000000000000e+01 1.936552151351385120e+01
1.900000000000000000e+01 1.606264505051937874e+01
1.900000000000000000e+01 1.203088190468286278e+01
2.000000000000000000e+01 8.963701474588111751e+01
2.000000000000000000e+01 7.798870219793504077e+01
2.000000000000000000e+01 2.997830162431250400e+01
2.000000000000000000e+01 2.795222953871129690e+01
2.000000000000000000e+01 1.943466113368434023e+01
2.000000000000000000e+01 1.506004258507736004e+01
2.000000000000000000e+01 1.442592075338174595e+01
2.000000000000000000e+01 1.243049069055891565e+01
2.100000000000000000e+01 7.364571480895649813e+01
2.100000000000000000e+01 7.283248801745605761e+01
2.100000000000000000e+01 3.491967612852952385e+01
2.100000000000000000e+01 2.203585548122564219e+01
2.100000000000000000e+01 1.994022189227298725e+01
2.100000000000000000e+01 1.863585869675186046e+01
2.100000000000000000e+01 1.555931393867240153e+01
2.100000000000000000e+01 1.139749426699791712e+01
2.200000000000000000e+01 6.780348593166951332e+01
2.200000000000000000e+01 5.504955584482490849e+01
